OTU ID,RDYS_1,RDYS_2,RDYS_3,RDYS_4,RDYS_5
ASV_6893,0,0,0,0,0
ASV_6894,0,0,0,0,12
ASV_6895,0,0,0,0,1
ASV_6898,0,0,0,0,0
ASV_6899,0,0,0,0,0
ASV_6900,0,0,0,0,0
ASV_6901,55,55,44,117,55
ASV_6902,0,0,5,0,0
ASV_6903,0,0,19,0,9
ASV_6904,0,0,0,0,3
ASV_6905,0,0,0,0,0
ASV_6907,0,0,0,0,0
ASV_6908,0,0,0,0,0
ASV_6909,0,0,0,0,0
ASV_6911,0,0,0,0,0
ASV_6913,0,0,3,0,0
ASV_6916,0,0,0,0,0
ASV_6917,0,0,0,16,0
ASV_6918,0,0,0,0,0
ASV_6919,0,0,0,0,0
ASV_6920,0,0,0,0,0
ASV_6922,0,0,0,0,0
ASV_6924,0,0,0,0,0
ASV_6925,0,0,0,0,0
ASV_6926,0,0,0,0,0
ASV_6927,0,0,0,0,0
ASV_6928,0,0,0,0,0
ASV_6929,0,0,0,0,10
ASV_6931,0,0,0,0,0
ASV_6932,0,0,0,0,0
ASV_6933,0,0,0,0,0
ASV_6934,0,0,4,4,0
ASV_6936,0,0,15,0,0
ASV_6937,4,0,0,0,0
ASV_6939,5,0,0,0,0
ASV_6940,0,0,0,0,0
ASV_6942,0,0,11,0,0
ASV_6944,0,0,0,0,0
ASV_6945,0,150,32,19,21
ASV_6946,2,0,0,0,0
ASV_6947,0,0,0,0,0
ASV_6948,0,0,0,0,0
ASV_6949,0,0,0,0,0
ASV_6950,0,0,0,0,5
ASV_6952,12,0,21,14,6
ASV_6953,0,0,0,0,0
ASV_6956,0,0,0,0,0
ASV_6958,0,0,0,0,0
ASV_6959,0,0,0,0,0
ASV_6960,0,0,0,0,0
ASV_6964,0,0,0,0,0
ASV_6965,0,0,0,0,0
ASV_6966,0,0,0,0,0
ASV_6967,0,0,0,0,0
ASV_6968,0,0,0,0,0
ASV_6969,0,0,0,0,0
ASV_6970,0,0,0,0,0
ASV_6971,0,0,0,0,0
ASV_6972,0,0,0,0,0
ASV_6973,0,0,0,0,0
ASV_6974,0,0,0,0,0
ASV_6976,0,0,0,0,0
ASV_6978,0,0,0,0,0
ASV_6980,0,0,0,0,0
ASV_6981,0,0,0,0,0
ASV_6982,0,0,0,0,0
ASV_6984,0,5,0,0,0
ASV_6985,0,0,0,0,0
ASV_6986,0,0,0,0,0
ASV_6987,0,0,0,0,0
ASV_6988,0,0,0,0,0
ASV_6989,0,11,0,8,0
ASV_6990,0,0,0,0,0
ASV_6991,0,10,0,0,0
ASV_6992,0,0,0,0,0
ASV_6994,0,0,0,0,0
ASV_6996,0,0,0,0,0
ASV_6998,0,0,0,0,0
ASV_7000,1,3,0,0,0
ASV_7001,0,0,0,0,0
ASV_7002,3,0,0,0,0
ASV_7004,0,0,0,10,45
ASV_7005,0,0,0,0,0
ASV_7006,0,0,0,0,0
ASV_7009,0,0,0,0,0
ASV_7011,0,0,0,0,0
ASV_7012,0,0,0,0,0
ASV_7014,0,0,0,0,0
ASV_7015,0,3,0,0,0
ASV_7016,0,0,0,0,0
ASV_7017,0,0,0,0,0
ASV_7018,0,0,0,0,0
ASV_7019,0,0,0,0,0
ASV_7020,0,0,0,0,0
ASV_7022,0,0,0,0,0
ASV_7024,3,0,2,0,12
ASV_7025,0,0,0,0,0
ASV_7026,0,0,0,0,0
ASV_7027,0,0,10,0,0
ASV_7028,0,0,0,0,0
ASV_7029,0,0,0,0,0
ASV_7031,0,0,0,0,0
ASV_7032,0,0,0,2,0
ASV_7033,0,0,0,0,0
ASV_7034,0,0,0,0,0
ASV_7035,0,0,0,0,0
ASV_7036,0,0,0,0,0
ASV_7037,0,0,0,4,0
ASV_7038,0,0,0,0,0
ASV_7039,0,0,0,0,0
ASV_7040,0,0,0,0,0
ASV_7042,5,0,0,0,0
ASV_7043,0,0,0,0,0
ASV_7044,0,0,0,0,0
ASV_7046,6,0,0,0,0
ASV_7047,0,0,2,0,0
ASV_7048,2,0,5,0,14
ASV_7049,0,0,0,0,0
ASV_7050,3,0,0,0,4
ASV_7051,0,0,0,0,0
ASV_7052,0,0,0,0,0
ASV_7053,0,0,6,0,0
ASV_7055,0,2,0,3,0
ASV_7057,0,0,0,0,0
ASV_7058,0,0,0,0,0
ASV_7060,0,0,0,0,0
ASV_7061,0,0,0,3,0
ASV_7063,0,0,0,0,0
ASV_7064,0,0,0,0,0
ASV_7066,0,0,0,0,0
ASV_7067,0,0,0,0,0
ASV_7068,0,0,0,0,0
ASV_7069,2,0,0,0,2
ASV_7070,0,0,0,0,0
ASV_7071,0,0,0,0,0
ASV_7072,0,0,0,0,0
ASV_7073,0,0,0,3,0
ASV_7074,0,0,0,0,0
ASV_7076,0,0,0,0,0
ASV_7077,0,2,0,1,0
ASV_7078,0,0,0,0,1
ASV_7080,0,0,0,0,0
ASV_7082,0,0,0,0,0
ASV_7084,0,0,0,0,0
ASV_7086,0,0,0,0,0
ASV_7088,0,0,0,0,0
ASV_7089,0,0,0,0,0
ASV_7091,0,0,0,0,0
ASV_7092,0,0,0,0,0
ASV_7093,0,0,0,0,0
ASV_7094,0,0,0,0,0
ASV_7095,3,0,0,0,0
ASV_7096,0,0,0,0,0
ASV_7098,4,0,0,0,0
ASV_7100,0,0,0,0,0
ASV_7101,0,0,0,0,5
ASV_7102,0,0,0,0,0
ASV_7103,0,0,4,0,0
ASV_7104,0,9,0,0,0
ASV_7105,0,0,0,0,0
ASV_7107,0,0,0,0,0
ASV_7108,0,0,0,0,0
ASV_7110,0,0,0,0,0
ASV_7111,0,0,2,0,0
ASV_7112,0,0,0,0,0
ASV_7113,0,5,0,0,0
ASV_7115,0,0,0,0,0
ASV_7116,0,0,0,0,2
ASV_7117,0,0,0,0,0
ASV_7118,0,0,0,0,0
ASV_7119,0,0,0,0,0
ASV_7120,0,0,0,0,0
ASV_7121,0,0,0,0,0
ASV_7122,0,27,17,9,12
ASV_7123,0,0,0,0,0
ASV_7125,0,0,0,0,0
ASV_7126,0,0,0,2,0
ASV_7127,0,0,0,0,0
ASV_7128,0,0,0,0,0
ASV_7129,0,0,0,0,0
ASV_7130,0,0,0,0,0
ASV_7131,0,0,0,0,2
ASV_7132,3,0,0,0,0
ASV_7133,0,0,0,0,0
ASV_7134,1,0,0,0,0
ASV_7135,0,0,0,0,0
ASV_7136,0,3,0,0,0
ASV_7137,0,0,0,0,0
ASV_7138,25,12,58,39,9
ASV_7139,0,0,0,0,0
ASV_7140,0,0,0,0,0
ASV_7141,0,0,0,0,0
ASV_7142,0,0,0,0,0
ASV_7143,0,0,0,0,0
ASV_7144,0,0,0,0,0
ASV_7145,0,0,0,0,0
ASV_7146,0,0,0,0,0
ASV_7147,0,0,0,0,0
ASV_7150,0,0,1,1,5
ASV_7151,0,2,0,0,0
ASV_7152,0,2,0,1,0
ASV_7154,0,0,0,0,0
ASV_7157,0,0,0,0,0
ASV_7159,0,0,0,0,0
ASV_7161,0,0,0,0,0
ASV_7163,0,5,0,0,0
ASV_7164,0,0,0,0,0
ASV_7165,0,0,0,0,0
ASV_7166,0,0,0,5,0
ASV_7167,0,0,0,0,0
ASV_7168,0,0,0,0,0
ASV_7169,0,0,0,0,0
ASV_7172,0,0,0,0,0
ASV_7173,0,0,0,0,0
ASV_7174,0,0,0,0,0
ASV_7175,0,0,0,0,0
ASV_7176,0,0,0,0,0
ASV_7179,0,0,0,0,0
ASV_7180,0,0,2,0,0
ASV_7181,0,0,0,0,0
ASV_7182,0,0,0,0,0
ASV_7184,0,0,0,0,0
ASV_7187,0,0,0,0,0
ASV_7188,0,0,0,0,0
ASV_7189,0,0,0,0,0
ASV_7190,0,0,0,0,0
ASV_7192,0,0,0,2,0
ASV_7194,0,0,0,0,2
ASV_7195,0,0,0,0,0
ASV_7197,0,0,0,0,0
ASV_7200,0,0,0,0,0
ASV_7201,0,0,0,0,0
ASV_7203,0,0,0,0,0
ASV_7204,0,0,0,0,0
ASV_7206,0,0,0,0,0
ASV_7207,0,0,0,0,0
ASV_7208,0,0,0,0,0
ASV_7209,0,0,0,0,0
ASV_7210,0,0,0,0,0
ASV_7212,0,0,0,0,0
ASV_7213,0,0,0,0,0
ASV_7214,0,0,0,0,0
ASV_7215,0,0,0,0,0
ASV_7216,0,0,0,0,0
ASV_7217,0,0,0,0,3
ASV_7218,2,0,0,0,0
ASV_7221,0,0,0,0,0
ASV_7222,0,0,0,0,0
ASV_7223,0,0,0,0,8
ASV_7225,0,0,0,0,0
ASV_7227,0,0,0,0,0
ASV_7228,0,0,0,0,0
ASV_7229,0,0,0,0,0
ASV_7230,0,0,0,0,0
ASV_7232,12,0,0,0,0
ASV_7233,0,0,0,0,30
ASV_7234,0,0,0,5,12
ASV_7235,0,0,0,0,0
ASV_7237,0,0,0,0,0
ASV_7239,0,0,0,0,0
ASV_7240,0,0,0,0,0
ASV_7245,0,0,0,0,0
ASV_7246,0,0,0,0,0
ASV_7248,0,0,0,0,0
ASV_7249,5,0,0,0,0
ASV_7250,0,0,0,0,0
ASV_7252,0,0,0,0,0
ASV_7253,0,0,0,0,0
ASV_7254,0,0,0,0,0
ASV_7256,0,0,0,0,0
ASV_7257,0,0,0,0,0
ASV_7258,0,0,0,0,0
ASV_7259,24,0,22,0,9
ASV_7260,0,0,0,0,0
ASV_7261,0,0,0,0,0
ASV_7262,0,0,0,0,0
ASV_7263,0,6,0,0,0
ASV_7267,0,0,0,0,0
ASV_7268,0,0,12,0,0
ASV_7269,0,2,0,0,0
ASV_7270,0,0,0,0,0
ASV_7271,0,0,5,0,0
ASV_7272,0,0,0,0,0
ASV_7273,20,56,27,28,5
ASV_7275,0,0,0,0,0
ASV_7276,0,0,0,0,0
ASV_7277,0,0,0,0,0
ASV_7279,0,2,0,0,0
ASV_7280,0,0,0,0,0
ASV_7282,0,0,0,0,0
ASV_7283,0,0,0,0,0
ASV_7284,0,0,0,0,0
ASV_7286,0,0,0,0,0
ASV_7287,3,0,0,0,0
ASV_7290,0,0,0,0,0
ASV_7292,0,0,0,0,0
ASV_7293,3,0,0,0,0
ASV_7294,0,0,0,0,0
ASV_7295,0,0,0,0,0
ASV_7296,0,3,0,0,0
ASV_7297,0,0,4,0,0
ASV_7298,0,0,0,0,0
ASV_7299,0,0,0,0,0
ASV_7300,0,0,0,0,0
ASV_7301,0,0,0,0,0
ASV_7302,0,0,0,0,0
ASV_7305,0,0,21,0,0
ASV_7307,0,0,0,0,0
ASV_7308,0,0,0,0,0
ASV_7309,0,0,0,0,0
ASV_7310,3,0,0,0,0
ASV_7312,0,0,0,0,0
ASV_7313,0,0,0,0,0
ASV_7314,0,0,0,0,0
ASV_7315,0,0,0,0,0
ASV_7316,0,8,0,0,0
ASV_7317,0,0,0,0,0
ASV_7318,0,0,0,0,0
ASV_7319,0,0,0,0,0
ASV_7321,0,0,0,0,0
ASV_7322,13,0,0,0,0
ASV_7323,0,4,0,0,0
ASV_7326,0,0,0,0,0
ASV_7327,0,3,0,2,0
ASV_7328,0,0,0,0,0
ASV_7329,1,0,0,0,0
ASV_7330,0,0,0,15,0
ASV_7331,0,0,0,0,0
ASV_7332,0,0,0,0,0
ASV_7334,0,0,0,0,0
ASV_7336,0,0,0,0,0
ASV_7337,0,23,0,0,0
ASV_7338,4,0,0,0,0
ASV_7339,0,0,0,0,0
ASV_7341,0,0,0,0,0
ASV_7342,0,0,0,0,0
ASV_7344,0,0,0,0,0
ASV_7345,0,3,0,0,0
ASV_7346,0,2,0,0,0
ASV_7347,0,0,0,0,0
ASV_7348,0,0,0,0,0
ASV_7349,0,0,0,0,0
ASV_7350,0,0,0,0,0
ASV_7351,0,0,0,0,0
ASV_7352,0,0,0,0,0
ASV_7353,0,0,0,0,0
ASV_7354,0,0,0,0,0
ASV_7359,0,0,0,0,0
ASV_7360,0,0,0,0,0
ASV_7361,0,0,0,0,0
ASV_7363,0,0,0,0,0
ASV_7364,0,0,0,4,0
ASV_7365,0,43,0,0,0
ASV_7366,0,0,0,0,0
ASV_7367,0,0,0,11,3
ASV_7368,0,3,0,0,0
ASV_7370,0,0,0,0,0
ASV_7371,7,0,9,0,0
ASV_7373,0,24,21,11,0
ASV_7374,0,0,0,0,0
ASV_7375,0,14,12,8,8
ASV_7376,0,0,0,0,0
ASV_7377,0,0,0,0,0
ASV_7379,0,0,0,0,0
ASV_7380,0,0,0,0,0
ASV_7381,0,0,4,0,0
ASV_7382,0,0,0,0,0
ASV_7385,0,0,0,0,0
ASV_7386,17,29,0,0,10
ASV_7387,0,46,0,0,0
ASV_7388,0,0,0,0,0
ASV_7389,0,0,0,0,0
ASV_7391,0,0,0,0,0
ASV_7393,0,0,0,0,0
ASV_7395,0,0,0,0,0
ASV_7397,0,0,0,0,0
ASV_7398,0,0,0,0,0
ASV_7399,0,0,0,0,0
ASV_7400,0,0,0,0,0
ASV_7401,0,0,0,0,0
ASV_7403,0,0,0,0,0
ASV_7406,0,0,0,0,0
ASV_7407,0,0,0,0,0
ASV_7409,0,0,0,0,0
ASV_7410,0,0,0,0,2
ASV_7414,0,0,0,0,0
ASV_7415,0,0,0,0,0
ASV_7416,0,0,0,0,0
ASV_7418,0,0,0,0,0
ASV_7420,0,0,0,0,0
ASV_7423,0,0,0,0,0
ASV_7424,0,0,0,0,2
ASV_7425,0,0,0,0,0
ASV_7426,0,0,0,0,0
ASV_7427,0,0,0,0,0
ASV_7428,0,0,0,0,0
ASV_7432,0,0,0,0,0
ASV_7433,1,0,0,0,0
ASV_7435,0,0,0,0,0
ASV_7436,0,0,0,0,0
ASV_7438,0,0,0,0,0
ASV_7439,0,0,0,0,0
ASV_7440,0,0,0,0,0
ASV_7441,0,0,0,0,2
ASV_7443,0,0,0,0,0
ASV_7445,0,0,0,0,0
ASV_7446,0,0,0,0,0
ASV_7447,0,0,0,0,0
ASV_7448,0,0,0,0,0
ASV_7450,0,0,0,0,0
ASV_7451,0,0,0,0,0
ASV_7452,5,1,0,0,4
ASV_7453,0,0,0,0,0
ASV_7454,2,0,0,0,0
ASV_7457,0,112,43,0,0
ASV_7458,0,0,0,0,0
ASV_7460,0,0,0,4,0
ASV_7461,0,0,0,0,0
ASV_7463,0,15,0,13,19
ASV_7464,0,0,0,0,0
ASV_7467,0,0,0,0,0
ASV_7468,0,0,0,0,0
ASV_7469,0,0,0,0,0
ASV_7471,0,0,0,0,0
ASV_7472,0,0,0,0,0
ASV_7473,0,0,0,0,0
ASV_7475,0,0,0,0,0
ASV_7477,0,0,0,0,0
ASV_7478,0,0,0,0,0
ASV_7479,2,0,0,0,0
ASV_7481,0,0,0,0,0
ASV_7484,0,0,0,0,0
ASV_7486,0,0,0,0,0
ASV_7487,0,0,0,0,0
ASV_7488,0,0,0,0,0
ASV_7489,0,0,0,0,0
ASV_7492,0,0,0,0,0
ASV_7493,0,0,0,0,0
ASV_7495,0,0,0,0,0
ASV_7496,0,0,0,0,7
ASV_7497,0,0,0,0,0
ASV_7498,0,0,0,0,0
ASV_7499,0,0,0,0,0
ASV_7500,0,0,0,0,0
ASV_7501,0,0,0,0,0
ASV_7502,0,0,0,0,18
ASV_7503,0,0,5,0,0
ASV_7505,0,0,0,0,0
ASV_7506,30,0,0,0,0
ASV_7507,0,0,0,2,0
ASV_7508,0,0,3,8,0
ASV_7509,0,0,0,0,0
ASV_7510,0,0,0,0,0
ASV_7511,0,0,0,0,2
ASV_7512,14,0,0,0,9
ASV_7513,1,0,0,0,0
ASV_7514,0,0,0,0,0
ASV_7517,0,0,0,0,0
ASV_7518,0,0,0,0,0
ASV_7520,0,0,104,0,0
ASV_7523,0,0,0,0,0
ASV_7525,0,0,0,0,0
ASV_7526,0,0,0,0,0
ASV_7527,0,3,0,0,0
ASV_7528,0,0,0,0,0
ASV_7530,0,0,0,0,0
ASV_7531,0,0,0,0,0
ASV_7532,0,0,0,0,0
ASV_7533,0,0,0,0,0
ASV_7534,0,0,0,0,0
ASV_7537,0,0,0,0,0
ASV_7538,0,0,0,0,0
ASV_7540,0,0,0,0,0
ASV_7542,0,0,0,4,0
ASV_7543,0,0,0,0,0
ASV_7544,0,0,0,0,0
ASV_7545,0,0,0,15,0
ASV_7547,0,0,0,2,0
ASV_7548,0,0,0,0,0
ASV_7549,0,0,0,0,0
ASV_7550,0,0,0,0,0
ASV_7552,0,0,0,0,0
ASV_7554,0,0,0,0,0
ASV_7555,0,0,0,0,0
ASV_7556,0,0,0,0,0
ASV_7557,0,0,0,0,0
ASV_7559,0,0,0,0,0
ASV_7561,0,0,0,0,0
ASV_7562,0,0,0,0,0
ASV_7564,0,0,0,0,0
ASV_7565,0,0,0,0,0
ASV_7566,0,0,0,0,0
ASV_7567,0,0,0,0,0
ASV_7569,0,0,0,0,0
ASV_7571,0,0,0,0,0
ASV_7572,0,10,9,0,0
ASV_7573,0,0,0,0,0
ASV_7574,14,0,0,0,0
ASV_7575,0,0,0,0,0
ASV_7576,0,0,0,0,0
ASV_7577,0,0,0,0,0
ASV_7578,0,0,0,0,0
ASV_7579,0,0,0,0,0
ASV_7580,0,0,0,0,0
ASV_7581,0,0,0,0,0
ASV_7582,0,0,0,0,0
ASV_7583,0,0,0,0,0
ASV_7584,0,0,0,0,0
ASV_7585,0,0,0,0,0
ASV_7586,0,0,0,0,0
ASV_7589,0,0,0,0,0
ASV_7590,0,0,0,0,0
ASV_7591,0,0,0,0,0
ASV_7592,0,24,0,0,0
ASV_7593,0,0,0,0,0
ASV_7594,0,0,0,0,0
ASV_7595,0,0,0,0,0
ASV_7597,0,0,0,0,0
ASV_7598,0,0,0,0,0
ASV_7599,0,0,0,0,0
ASV_7600,0,0,0,0,0
ASV_7601,0,0,0,0,0
ASV_7602,0,0,0,0,0
ASV_7604,0,0,0,0,0
ASV_7605,0,0,0,0,0
ASV_7606,0,0,2,0,9
ASV_7607,0,6,0,0,0
ASV_7608,0,0,0,0,0
ASV_7609,0,0,0,0,0
ASV_7610,0,0,0,0,0
ASV_7611,0,0,0,0,0
ASV_7614,0,2,0,0,0
ASV_7615,0,0,0,0,0
ASV_7616,0,0,0,0,0
ASV_7618,0,7,0,0,6
ASV_7619,0,0,0,0,0
ASV_7622,0,0,0,0,0
ASV_7624,0,0,0,0,0
ASV_7625,0,0,0,0,0
ASV_7627,0,0,2,0,0
ASV_7628,0,0,0,2,0
ASV_7629,0,0,0,0,0
ASV_7630,0,0,0,0,0
ASV_7631,0,0,0,0,0
ASV_7632,4,0,0,0,0
ASV_7633,0,0,0,0,0
ASV_7634,0,0,0,0,0
ASV_7637,0,0,0,0,0
ASV_7641,0,0,0,0,0
ASV_7642,0,0,0,0,0
ASV_7643,0,0,0,0,0
ASV_7645,0,0,0,0,0
ASV_7646,0,0,0,0,0
ASV_7648,0,0,0,0,0
ASV_7649,0,0,0,0,0
ASV_7650,0,0,0,0,0
ASV_7652,0,0,0,0,0
ASV_7654,0,0,0,0,0
ASV_7657,0,0,0,0,0
ASV_7658,0,2,0,0,0
ASV_7659,0,0,0,0,0
ASV_7661,0,0,0,0,3
ASV_7662,0,97,0,43,24
ASV_7664,0,0,0,0,0
ASV_7665,0,0,0,0,0
ASV_7667,0,0,0,0,0
ASV_7669,0,0,2,0,0
ASV_7670,0,0,0,0,0
ASV_7671,0,0,0,0,0
ASV_7672,0,0,0,20,0
ASV_7673,0,0,0,0,0
ASV_7674,0,0,0,0,0
ASV_7676,0,0,0,0,0
ASV_7677,0,0,0,0,0
ASV_7679,0,0,0,0,0
ASV_7681,0,0,0,0,0
ASV_7682,0,0,0,0,0
ASV_7683,0,0,0,0,0
ASV_7684,0,0,0,0,0
ASV_7685,0,0,0,0,0
ASV_7686,20,0,0,0,0
ASV_7687,5,0,0,0,0
ASV_7688,0,0,0,0,3
ASV_7691,0,0,0,0,0
ASV_7692,0,0,0,0,0
ASV_7693,0,0,0,0,0
ASV_7694,0,11,0,0,0
ASV_7695,0,0,0,0,0
ASV_7697,0,0,0,0,0
ASV_7698,0,0,0,0,0
ASV_7699,0,0,0,0,0
ASV_7700,0,0,0,0,0
ASV_7701,0,0,0,0,0
ASV_7702,0,10,0,0,0
ASV_7703,2,0,0,0,0
ASV_7704,0,0,0,0,0
ASV_7706,0,0,0,0,0
ASV_7707,0,0,0,0,0
ASV_7708,0,0,0,0,0
ASV_7709,0,0,0,0,0
ASV_7710,3,14,20,4,0
ASV_7711,0,0,0,0,0
ASV_7712,0,0,0,2,0
ASV_7715,0,0,0,0,0
ASV_7716,0,0,0,0,0
ASV_7717,0,0,0,0,2
ASV_7719,0,0,0,0,0
ASV_7722,0,0,0,0,0
ASV_7723,2,0,0,0,0
ASV_7725,0,0,0,0,2
ASV_7726,0,0,0,0,0
ASV_7727,0,0,0,0,0
ASV_7729,0,0,0,0,0
ASV_7730,0,0,0,0,0
ASV_7732,0,0,0,0,0
ASV_7734,0,0,0,0,0
ASV_7735,0,0,0,0,0
ASV_7736,0,0,0,0,0
ASV_7737,0,0,9,0,0
ASV_7739,0,0,0,0,0
ASV_7740,0,0,0,0,0
ASV_7742,0,0,0,0,0
ASV_7743,0,0,0,0,3
ASV_7744,23,0,0,0,28
ASV_7747,0,0,0,0,0
ASV_7749,0,0,0,0,0
ASV_7753,0,0,0,0,0
ASV_7756,0,0,0,0,0
ASV_7757,0,0,0,0,0
ASV_7758,0,0,0,0,0
ASV_7759,0,0,0,0,0
ASV_7760,0,0,0,0,0
ASV_7761,0,0,0,0,0
ASV_7762,0,0,0,0,0
ASV_7764,0,0,0,0,0
ASV_7765,0,2,0,0,0
ASV_7767,0,0,0,0,0
ASV_7769,0,0,0,0,0
ASV_7771,0,0,0,0,10
ASV_7772,11,0,0,0,0
ASV_7773,0,0,0,0,0
ASV_7774,0,0,0,0,3
ASV_7776,0,0,0,0,0
ASV_7777,0,0,0,0,0
ASV_7778,0,0,2,0,0
ASV_7779,0,0,0,0,0
ASV_7781,0,0,3,0,0
ASV_7782,0,0,0,0,0
ASV_7783,0,0,0,4,0
ASV_7784,0,0,0,0,0
ASV_7785,0,0,0,0,0
ASV_7787,0,0,0,5,0
ASV_7790,0,0,0,0,0
ASV_7792,0,0,0,0,0
ASV_7793,0,0,0,0,0
ASV_7794,0,0,0,0,0
ASV_7797,0,0,0,2,0
ASV_7798,0,0,1,0,0
ASV_7800,0,0,0,0,0
ASV_7802,0,0,0,0,0
ASV_7803,0,0,3,0,0
ASV_7804,0,0,0,0,0
ASV_7805,10,0,0,0,0
ASV_7808,0,0,0,2,0
ASV_7811,0,0,0,0,0
ASV_7812,0,0,0,0,0
ASV_7813,0,0,0,0,0
ASV_7814,0,0,0,15,0
ASV_7816,0,0,0,0,0
ASV_7818,0,0,0,0,0
ASV_7819,0,0,0,0,0
ASV_7820,0,0,0,0,0
ASV_7821,11,0,0,0,0
ASV_7822,0,0,0,0,0
ASV_7823,0,0,0,0,0
ASV_7824,0,0,0,1,0
ASV_7825,0,0,0,0,0
ASV_7826,0,0,0,0,0
ASV_7827,0,0,0,0,0
ASV_7828,0,0,0,0,0
ASV_7829,0,0,0,0,0
ASV_7831,0,0,0,0,0
ASV_7832,0,0,3,0,0
ASV_7833,0,0,0,0,0
ASV_7836,0,0,0,0,0
ASV_7837,0,0,0,0,0
ASV_7838,0,0,0,0,0
ASV_7839,0,0,0,0,0
ASV_7840,0,8,7,2,0
ASV_7841,0,0,0,0,0
ASV_7842,0,0,0,0,4
ASV_7843,0,0,0,0,0
ASV_7845,0,0,0,0,0
ASV_7847,0,0,0,0,0
ASV_7848,0,0,0,0,0
ASV_7850,0,0,0,0,0
ASV_7852,0,0,0,0,0
ASV_7854,0,0,0,0,0
ASV_7855,0,0,0,8,0
ASV_7856,0,0,0,0,0
ASV_7858,0,0,0,0,0
ASV_7859,0,0,0,0,1
ASV_7860,0,0,0,0,0
ASV_7861,0,0,0,0,0
ASV_7862,0,0,0,0,0
ASV_7863,0,0,0,0,0
ASV_7864,0,0,0,0,0
ASV_7865,0,0,0,0,0
ASV_7866,0,0,0,0,0
ASV_7867,15,0,0,0,0
ASV_7869,0,0,0,0,0
ASV_7870,0,0,0,0,0
ASV_7871,0,0,0,0,0
ASV_7872,0,0,0,0,0
ASV_7873,4,0,0,0,0
ASV_7875,0,0,0,0,0
ASV_7876,0,0,0,0,0
ASV_7877,0,0,0,0,0
ASV_7878,0,0,0,0,0
ASV_7880,0,0,0,0,0
ASV_7881,0,0,0,0,0
ASV_7883,0,0,0,0,0
ASV_7886,0,0,0,2,5
ASV_7887,0,0,0,0,0
ASV_7889,0,0,0,0,0
ASV_7890,4,0,0,0,0
ASV_7891,2,0,0,0,0
ASV_7892,0,0,0,5,7
ASV_7893,0,0,0,0,0
ASV_7894,0,0,0,0,0
ASV_7895,2,0,0,0,0
ASV_7896,4,0,0,0,4
ASV_7897,0,0,0,0,0
ASV_7898,5,0,0,0,0
ASV_7899,0,0,0,0,0
ASV_7900,0,0,0,0,0
ASV_7902,0,0,0,0,0
ASV_7903,0,0,0,0,0
ASV_7904,0,0,0,0,0
ASV_7907,0,0,0,0,0
ASV_7908,0,0,0,0,0
ASV_7909,0,2,0,0,0
ASV_7910,0,2,0,0,0
ASV_7911,0,0,0,0,0
ASV_7913,0,0,2,0,0
ASV_7914,0,0,0,0,0
ASV_7916,0,27,18,0,0
ASV_7918,0,0,0,0,0
ASV_7919,0,0,0,0,0
ASV_7920,0,0,0,0,0
ASV_7921,0,0,0,0,0
ASV_7922,0,0,0,0,0
ASV_7923,0,0,0,0,2
ASV_7924,0,0,0,0,0
ASV_7926,0,0,0,0,0
ASV_7927,0,0,0,0,0
ASV_7929,0,0,3,0,0
ASV_7930,0,0,0,0,0
ASV_7932,0,0,0,0,0
ASV_7933,0,0,0,0,4
ASV_7934,0,0,0,0,0
ASV_7935,0,0,0,0,0
ASV_7936,0,0,0,0,0
ASV_7938,0,0,0,0,0
ASV_7939,11,0,0,0,0
ASV_7942,0,0,0,0,0
ASV_7944,3,0,0,0,0
ASV_7947,0,0,0,0,0
ASV_7948,0,0,0,0,0
ASV_7950,0,0,0,0,0
ASV_7951,3,0,0,0,0
ASV_7953,0,0,0,0,0
ASV_7955,0,0,0,0,0
ASV_7956,0,0,0,0,0
ASV_7958,0,0,0,0,0
ASV_7960,0,0,0,0,0
ASV_7961,0,0,0,0,0
ASV_7962,0,0,0,0,0
ASV_7963,0,0,0,0,0
ASV_7964,0,0,0,0,0
ASV_7965,0,0,0,0,0
ASV_7966,0,0,0,0,0
ASV_7967,0,0,0,0,0
ASV_7968,0,0,0,0,0
ASV_7969,0,0,0,0,0
ASV_7970,0,0,0,0,0
ASV_7972,0,0,3,0,0
ASV_7974,0,0,0,0,0
ASV_7976,0,0,0,0,0
ASV_7980,0,0,0,0,0
ASV_7981,0,4,0,0,0
ASV_7982,0,6,0,0,0
ASV_7983,0,0,0,0,0
ASV_7984,0,0,0,0,0
ASV_7985,0,0,0,2,0
ASV_7987,0,0,0,0,0
ASV_7989,0,0,0,0,0
ASV_7991,0,0,0,0,0
ASV_7993,0,0,0,0,0
ASV_7994,0,0,0,0,0
ASV_7995,0,0,0,0,0
ASV_7997,0,0,0,0,0
ASV_7998,0,0,0,0,0
ASV_7999,0,0,0,0,0
ASV_8001,0,0,0,3,0
ASV_8002,0,0,0,0,0
ASV_8006,0,0,0,0,0
ASV_8007,0,0,0,0,0
ASV_8008,0,0,0,0,0
ASV_8009,0,0,0,0,0
ASV_8010,0,0,0,3,0
ASV_8012,0,0,0,0,0
ASV_8014,47,0,0,0,0
ASV_8015,0,0,0,0,0
ASV_8016,0,0,0,0,2
ASV_8017,0,0,0,0,0
ASV_8019,3,0,0,0,0
ASV_8020,0,0,0,0,0
ASV_8021,0,0,0,0,0
ASV_8024,0,0,0,0,0
ASV_8027,0,0,0,0,0
