ID,YS0_F,YS25_F,YS50_F,YS75_F,YS100_F,
MN0.neg,107277.8107,110566.1085,90650.45964,92047.39225,107566.1347,Unclassified
MN5.neg,8983.407074,6031.514831,7169.468507,38148.26001,5978.306857,Unclassified
MN26.neg,25875.56301,22777.12321,59561.94257,28042.09311,50174.13182,Unclassified
MN74.neg,26789.72146,52917.07136,49150.10709,77155.71562,543752.2131,Unclassified
MN81.neg,1039323.449,822092.5949,825343.1136,995150.7349,748885.3584,Unclassified
MN82.neg,133658.8272,106680.6675,46820.77195,142757.9918,98990.26729,Unclassified
MN83.neg,38822.65102,44712.39277,40887.39464,53659.26375,101862.9441,Unclassified
MN84.neg,18942.70337,15808.60323,25888.79258,69266.45726,14621.96602,Unclassified
MN85.neg,162077.7589,164371.761,184998.2338,80554.5546,91366.98734,Unclassified
MN86.neg,761399.4333,143370.6102,88440.96236,126618.469,61858.98055,Unclassified
MN87.neg,40442.2607,65594.21796,25849.90295,46884.86352,72434.78485,Unclassified
MN88.neg,35063.66937,35198.75995,18183.19586,39748.46589,17116.31616,Unclassified
MN89.neg,31601.32064,23972.06406,41563.31384,35241.3836,44677.90254,Unclassified
MN90.neg,109163.266,63122.31047,99099.95958,160630.1809,209207.1656,Unclassified
MN91.neg,462650475.9,429336940.8,443520433.2,482983675.7,436506798.1,Unclassified
MN92.neg,137620205.4,128559118,122782285.9,120086928.8,128964517.7,Unclassified
MN93.neg,51797225.75,51824116.77,52297518.7,54432864.27,51933829.3,Unclassified
MN94.neg,394388796.5,374255388.1,398368778.3,416303353,370716436.6,Unclassified
MN95.neg,132178083.5,130877148,128909806.6,130520325.2,145293064.2,Unclassified
MN96.neg,463119360.2,482263694.4,495397010,480915488.9,492486990.2,Unclassified
MN97.neg,316563896.6,287824416.9,324352514.5,347814156.7,314330130.9,Unclassified
MN98.neg,191462808.4,182136702.7,178303326.9,183021383.8,173924504.5,Unclassified
MN99.neg,20697351.79,21100989.91,21198905.27,21925094.49,21808234.42,Unclassified
MN100.neg,29907195.57,29460095.01,28555971.67,29180959.44,30151215.67,Unclassified
MN101.neg,293359548.3,270177926.8,297851501,334658185.8,275594418.3,Unclassified
MN102.neg,277026399.6,252208620.9,272284316.9,302528424.4,262011155,Unclassified
MN103.neg,73036202.25,70005996.35,70942898.85,70612261.52,70849896.18,Unclassified
MN104.neg,52624357.08,52022829.42,51125678.87,53158652.99,51971981.75,Unclassified
MN105.neg,49868676.95,47555344.65,50060903.91,49775633.62,47930317.89,Unclassified
MN106.neg,165864.5561,165447.0113,243834.0305,381681.9443,222062.766,Unclassified
MN107.neg,236408.3954,240066.8685,193539.398,259985.1744,212702.5629,Unclassified
MN108.neg,334678.0875,237590.8173,338616.1208,366809.0225,277642.406,Unclassified
MN109.neg,2234776.587,2361243.288,2112532.918,2231088.889,2100618.915,Unclassified
MN110.neg,46070557.98,46611551.12,44788977.03,45850248.75,44998456.01,Unclassified
MN111.neg,1301261.858,1281900.127,1211309.042,1208795.208,1221983.933,Fatty Acyls
MN112.neg,116175.6195,61835.43997,80212.11889,48435.7122,193133.717,Unclassified
MN113.neg,115086.4493,220046.4576,142129.8372,101413.9651,120060.957,Unclassified
MN114.neg,4658182.55,2200062.779,1187642.986,1383868.81,1024083.228,Organooxygen compounds
MN115.neg,35216.99539,46440.8007,75702.53803,74725.94982,76054.63267,Unclassified
MN116.neg,44937.7409,19765.72748,24502.34619,26955.85042,37282.18717,Unclassified
MN127.neg,38655.81524,23357.24148,36778.65151,26342.76912,31508.29417,Unclassified
MN143.neg,45208.64764,73581.07317,15714.57852,21311.49048,40044.86637,Unclassified
MN154.neg,21715.38573,59845.85295,17228.17683,28574.44873,25472.97627,Unclassified
MN167.neg,1504087.395,1508903.549,1524712.875,1173228.881,1387997.198,Unclassified
MN168.neg,15078157.24,8612411.492,9125673.555,8625820.862,6757993.554,Unclassified
MN169.neg,681001.1766,699129.6399,719943.1484,699786.982,716065.718,Unclassified
MN170.neg,109604.0222,273782.4585,22430.63683,342418.9686,235531.8741,Unclassified
MN171.neg,364640.773,333386.4205,404650.6553,364866.6096,366257.5889,Unclassified
MN172.neg,143857.4301,162658.6182,184526.8273,164366.4091,202321.2141,Unclassified
MN173.neg,49128.34705,65676.99201,22796.31886,100230.6855,75627.69699,Unclassified
MN174.neg,67258.67513,23327.85012,38080.7313,52293.67542,40304.72871,Unclassified
MN175.neg,90657.06872,26451.02597,73611.63531,86189.42251,47739.46615,Unclassified
MN176.neg,24833.05467,32206.07175,68865.608,86652.35065,152688.1014,Unclassified
MN210.neg,28022.27117,22858.47362,35592.11273,28515.33823,49027.31833,Unclassified
MN240.neg,23269.68059,39098.07001,25211.5453,27157.64426,32106.4116,Unclassified
MN241.neg,65340.04589,45333.00777,35284.50329,59394.30683,32413.5705,Unclassified
MN242.neg,118094.8099,111185.1527,107670.627,192474.9668,75355.40026,Unclassified
MN243.neg,108093.348,63884.517,94708.23788,58859.02172,50234.7817,Unclassified
MN244.neg,50681.24893,27386.34703,75738.43668,66775.85952,158686.3975,Unclassified
MN246.neg,42795.39855,51975.29017,38532.52626,36958.04341,35514.12568,Unclassified
MN247.neg,316954.1492,138996.6698,154758.4649,546251.3553,379727.5193,Unclassified
MN248.neg,31142.68527,85080.49731,62905.86239,27571.22456,48687.36753,Unclassified
MN249.neg,39081.27772,31218.27276,54480.98822,33678.24102,67619.38021,Unclassified
MN250.neg,811429.4091,5663753.236,14029866.62,14329105.19,14255550.4,Unclassified
MN251.neg,3614699.672,3210827.717,3399249.558,4313872.716,3447683.776,Unclassified
MN252.neg,35406898.73,35721246.18,35728588.42,35909935.78,35525518.64,Unclassified
MN253.neg,4586352.609,4410315.534,4587154.957,4442327.968,4361959.971,Unclassified
MN254.neg,3566361.106,3487268.734,3304217.954,3649186.155,3665193.371,Unclassified
MN255.neg,3228578.699,2676701.129,2737989.641,3588754.274,3100497.821,Unclassified
MN256.neg,2352701.321,2237993.17,1641794.86,2401178.399,2402497.27,Unclassified
MN257.neg,417555.0877,370851.9292,306741.8091,314433.224,172475.2296,Unclassified
MN258.neg,209907.1565,190181.5463,181245.1865,169251.3409,114340.0929,Hydroxy acids and derivatives
MN259.neg,108037.2029,104685.5678,99295.63925,94453.78408,95476.66604,Fatty Acyls
MN260.neg,322400.9846,232403.9726,227449.8641,225851.0495,233468.0838,Unclassified
MN266.neg,702700.1455,529208.6809,304448.1186,530319.4306,486151.943,Unclassified
MN300.neg,1741565.557,1416852.447,1368365.964,1724447.307,1710022.385,Unclassified
MN301.neg,150700.3769,163421.5353,125273.0125,136282.7545,138777.2769,Unclassified
MN302.neg,34689.89892,26313.68302,22524.7975,280373.4252,56335.98987,Unclassified
MN303.neg,68054.05844,49769.53233,20895.20941,118058.58,56406.71773,Unclassified
MN304.neg,26619.50894,51167.62382,27167.77179,27635.4087,26337.33998,Unclassified
MN305.neg,40161.51552,52790.20226,32298.80798,39686.10548,43189.50063,Unclassified
MN308.neg,38810.5442,81397.19767,49096.56702,48205.04904,55436.50184,Unclassified
MN309.neg,74839.41005,76714.79431,33578.49472,64918.81843,48367.40175,Unclassified
MN310.neg,40946.83574,24042.73734,40360.16843,50291.56173,27240.1647,Unclassified
MN312.neg,45131.54348,28937.12683,34488.65221,23795.37712,46726.47824,Unclassified
MN315.neg,142546.1525,210006.9739,37646.67301,282380.2315,228119.7693,Unclassified
MN350.neg,13867409.79,13896378.28,13683276.56,13961011.28,13875142.03,Unclassified
MN351.neg,256950.6147,277616.2916,288131.4861,257837.18,271497.5137,Unclassified
MN352.neg,622878.6363,586103.1768,619458.8323,819746.4121,735166.9487,Unclassified
MN353.neg,115641.8057,148343.2995,130402.1728,120555.7563,113543.8752,Unclassified
MN354.neg,71427.6158,38591.77311,73327.49784,62260.481,33611.07951,Unclassified
MN355.neg,52065.54775,278497.8053,83688.76273,36641.98706,172728.5142,Unclassified
MN356.neg,81026.46877,78597.98137,121831.5688,182649.4898,80784.30974,Unclassified
MN357.neg,436996.5184,340510.3691,400659.7988,232465.04,417717.2863,Unclassified
MN358.neg,302930.9516,311361.8203,327745.8251,253612.2597,273957.8215,Unclassified
MN359.neg,174477.0979,153877.0724,279250.8438,215634.5558,157487.0195,Unclassified
MN396.neg,693743.8735,539728.7353,179805.6639,643639.8101,613411.0806,Unclassified
MN404.neg,73493.47487,93413.64033,71085.46777,104296.6379,112134.299,Unclassified
MN416.neg,41214.1032,68326.38679,38626.93552,45975.35141,35900.98072,Unclassified
MN443.neg,2136464.954,2064737.464,2020594.625,2054101.395,1958092.488,Unclassified
MN445.neg,79278.00576,81060.92161,86057.76322,39212.95873,67514.42012,Unclassified
MN446.neg,53242.64928,41007.99838,45130.76666,56062.18691,42044.26489,Unclassified
MN448.neg,43760.12464,196665.6994,147813.2091,90244.5879,125243.1616,Unclassified
MN449.neg,247779.3931,264664.6126,258021.4728,236791.1087,271404.9661,Unclassified
MN450.neg,97380.11298,61324.80788,105979.496,121309.4951,106917.9403,Unclassified
MN451.neg,44197.3192,24858.69475,36690.68876,55510.94072,54599.46137,Unclassified
MN452.neg,117990.1247,203663.5061,142413.3992,86707.08825,67310.5762,Unclassified
MN453.neg,288518.9697,207917.1856,141732.4039,25037.11954,51540.44759,Unclassified
MN454.neg,218207.933,160775.4989,144788.1621,172927.8199,202319.5056,Unclassified
MN455.neg,654438.2756,780006.2122,743074.4347,686014.1692,696422.4618,Unclassified
MN456.neg,94354.54587,52050.12639,189389.6325,50538.88413,56914.23317,Unclassified
MN466.neg,79394.55054,61794.68302,421650.0452,32661.54068,276333.73,Unclassified
MN499.neg,85409.60792,30092.17321,6250.61638,19430.01131,8497.048091,Unclassified
MN500.neg,49226.47553,76421.44268,55567.13929,53289.90343,52120.62936,Unclassified
MN501.neg,25163.53604,56665.86878,88904.20196,50051.26208,92470.78257,Unclassified
MN502.neg,71143.58097,33931.01311,129182.3082,117855.2612,86937.65347,Unclassified
MN503.neg,42522.4803,38061.0863,79918.58564,35832.93871,37654.37353,Unclassified
MN504.neg,370779.0704,345706.9362,369177.6053,367605.3264,384069.9437,Unclassified
MN505.neg,447529.6904,357903.4573,428241.5888,397979.7094,363263.6982,Unclassified
MN506.neg,26865.20469,41182.72036,39805.4168,28770.16957,244408.6878,Unclassified
MN547.neg,519678.54,507226.4816,556827.4012,569540.811,153578.4828,Unclassified
MN548.neg,106316.5447,201455.4327,66948.16766,287343.8645,97325.35918,Unclassified
MN549.neg,101126.8202,61962.66383,127001.9055,109444.5781,81301.03491,Unclassified
MN550.neg,9570774.7,9647527.851,9347325.379,9449818.258,9660280.574,Organic phosphonic acids and derivatives
MN551.neg,2910006.371,3469141.707,2838482.486,3570621.468,3625762.6,Heteroaromatic compounds
MN552.neg,3233242.143,3070366.863,2798885.02,3020221.699,2643639.884,Phenols
MN553.neg,76492.65883,83884.19178,86808.21854,100805.0472,97482.18283,Unclassified
MN591.neg,59122.03521,55215.79962,99902.08466,115403.5664,71346.6421,Unclassified
MN592.neg,79622.34625,147872.4343,60754.90662,100949.7879,56570.07571,Unclassified
MN593.neg,113418.7332,88118.39982,120420.4574,113010.8765,87570.60745,Unclassified
MN594.neg,76289.8209,56958.82719,85418.52717,97322.17588,63164.47467,Unclassified
MN595.neg,23872.93591,37474.85096,69992.53022,48385.52034,57742.59539,Unclassified
MN596.neg,42771.79426,28690.24682,55334.19167,25283.30689,59810.7717,Unclassified
MN597.neg,79039.96518,43056.75858,47915.84382,86981.61013,42757.63088,Unclassified
MN598.neg,59554.77154,54069.85487,22930.01352,89531.5479,83469.33141,Unclassified
MN599.neg,80122.83436,66959.75848,61760.45979,72812.48797,76033.16107,Unclassified
MN600.neg,78767.39838,43497.68444,71762.59715,53621.13409,36034.27456,Unclassified
MN601.neg,77997.71918,87933.71721,91381.74573,73243.0752,46016.62087,Unclassified
MN602.neg,85774.0985,137458.8439,117031.1716,102218.4724,53124.02848,Unclassified
MN603.neg,77300.55747,39242.10927,59291.14358,34285.32195,53669.76919,Unclassified
MN604.neg,94834.95821,277178.2455,83192.10191,317135.678,34776.34475,Unclassified
MN605.neg,111357.1171,68858.75172,42481.6972,55995.22889,93159.93168,Unclassified
MN606.neg,98562.13126,118756.2672,136464.7377,99043.30357,77569.15697,Unclassified
MN607.neg,64533.77637,76526.382,76747.04735,81813.31116,141606.1833,Unclassified
MN608.neg,54324.48889,46217.10388,78675.30399,77873.67798,21528.39382,Unclassified
MN609.neg,112927.1675,35540.28871,83678.33575,91690.26597,43292.87166,Unclassified
MN610.neg,66069.04202,92378.50695,72689.25048,70491.61142,85912.01011,Unclassified
MN644.neg,133197.1141,132489.0353,90429.84111,232027.6373,113953.3568,Unclassified
MN652.neg,39303.9773,109336.228,46815.51473,103770.5366,43530.18161,Unclassified
MN653.neg,52002.24127,62181.94991,68924.93637,61629.8345,62503.19509,Unclassified
MN654.neg,40416.36468,41126.29498,43136.51922,47419.33815,43749.19471,Unclassified
MN655.neg,23387.35215,37255.02994,43817.88906,24097.19266,16914.86383,Unclassified
MN656.neg,207133.9944,127238.1012,92998.71491,74973.73724,43956.80825,Unclassified
MN657.neg,54313.20225,53897.24432,31067.05492,64112.28131,29807.40633,Unclassified
MN658.neg,64782.5899,46146.07833,37836.17495,70180.09295,91171.53499,Unclassified
MN659.neg,551745.5112,571852.5376,591258.0778,695190.0013,669564.7026,Unclassified
MN660.neg,45106.125,40327.01521,316651.2333,67657.57393,76567.19572,Unclassified
MN661.neg,214074.2745,442443.377,284726.8649,375798.163,403709.6353,Unclassified
MN662.neg,1533689.006,2016948.292,2196764.461,2271134.119,1711410.946,Organic sulfuric acids and derivatives
MN663.neg,155830.5618,457018.679,366300.5418,679372.489,350894.7824,Unclassified
MN664.neg,550052.6499,507289.0891,541678.9615,552162.4053,568303.5711,Diazines
MN665.neg,624963.4953,618392.6738,616246.1349,625029.9695,568329.349,Unclassified
MN666.neg,29297.50742,40240.92389,43386.94945,20780.20254,12935.40626,Unclassified
MN667.neg,37717.93074,46041.82419,79191.49488,34994.42801,39455.63106,Unclassified
MN668.neg,31178.21979,23496.41377,51360.55845,21104.89225,31603.19633,Unclassified
MN708.neg,217332.6664,178513.8516,205083.0578,202245.2019,191883.7506,Unclassified
MN709.neg,247760.6519,290400.8672,264128.813,258014.6116,259061.8721,Unclassified
MN710.neg,215938.5472,187311.3274,199361.7295,203816.3726,198588.2096,Unclassified
MN711.neg,205148.3732,129668.5929,327357.8748,52684.86949,77787.98976,Unclassified
MN712.neg,186460.6447,157160.6503,211673.1869,151166.6937,167974.422,Unclassified
MN713.neg,74657.96378,208505.9945,79421.6132,67676.76379,92054.45031,Unclassified
MN714.neg,107868.3405,100005.0961,128055.4442,162163.2331,111293.5285,Unclassified
MN715.neg,99039.22522,94827.57885,28848.7753,81014.17558,91537.56462,Unclassified
MN716.neg,340463.9442,150320.067,239359.1453,129645.7477,148089.6996,Unclassified
MN717.neg,106051.4242,77995.42139,141487.8376,51945.36871,107603.5481,Unclassified
MN718.neg,116139.3149,116789.3425,99060.31366,100653.0252,130050.9311,Unclassified
MN719.neg,96059.49452,97814.62132,43796.31786,36809.64799,48568.2311,Unclassified
MN765.neg,379940.9983,356893.4719,350707.8235,426782.1791,392338.9108,Unclassified
MN767.neg,106811.0361,50576.79371,98844.9736,64900.91723,90075.7205,Unclassified
MN768.neg,205252931.7,173900492.5,154723209,175881278.8,173058064.9,Unclassified
MN769.neg,22573074.06,32807343.72,33596874.37,21864473.45,24983313.05,Unclassified
MN770.neg,38528969.72,34384912.63,39106811.27,34696237.06,39312659.28,Unclassified
MN771.neg,30403518.4,33042934.56,20740184.21,32544621.93,32923526.67,Unclassified
MN772.neg,27355324.96,22630941.92,28399132.85,31175177.27,27823397.36,Unclassified
MN773.neg,10804928.97,10331225,9694638.937,9831960.488,9950889.086,Unclassified
MN774.neg,154133527,156078260.8,156005461.5,153490471.1,157741462.4,Unclassified
MN775.neg,2481378.421,3242087.666,2970693.328,2641696.103,3195514.635,Organic carbonic acids and derivatives
MN776.neg,12356669.44,12193560.19,13446292.66,13524746.77,13912007.32,Unclassified
MN777.neg,20291903.18,27078376.23,24351482.14,29402464.42,20961453.81,Unclassified
MN778.neg,12128783.97,11626466.56,12379629.75,13277514.72,12532244.52,Unclassified
MN779.neg,312942.7277,52757.9849,211141.2274,253753.0116,165472.4571,Unclassified
MN780.neg,605902.6861,619253.3611,562404.2942,642941.0978,664676.5877,Keto acids and derivatives
MN781.neg,395581.4048,514626.3164,720106.2294,538689.5522,266688.4182,Unclassified
MN782.neg,5837656.342,2196125.667,1080698.988,1305091.741,651308.4737,Dihydrofurans
MN783.neg,69072.97007,75517.20275,93683.13819,74612.21648,61891.42213,Unclassified
MN784.neg,33733.38245,53890.38259,52116.2355,51643.71249,63769.95541,Unclassified
MN785.neg,82255.02193,77184.74318,79600.37375,85482.04603,84766.47644,Unclassified
MN786.neg,65415.44738,74119.30586,64853.57236,74822.48318,91330.58844,Unclassified
MN787.neg,42608.57365,69244.99059,80130.09713,76507.67095,44620.81628,Unclassified
MN793.neg,43065.59651,133935.3618,35739.43559,94151.32738,44510.74064,Unclassified
MN832.neg,2187860.718,1662993.142,1959525.919,2203297.851,1803052.561,Unclassified
MN833.neg,4510205.29,4902657.176,4938287.482,4917545.285,4197167.15,Unclassified
MN834.neg,2465501.725,2303897.164,2453392.49,2426964.828,1978991.032,Unclassified
MN835.neg,1176579.083,1369777.859,1382219.145,583513.5668,1278282.857,Unclassified
MN836.neg,3834075.377,4215379.755,3963698.163,3869609.11,4082237.604,Unclassified
MN837.neg,1169616.782,1113695.723,1104854.588,1310548.889,1752731.831,Unclassified
MN838.neg,658404.3416,680792.539,587963.9149,774647.1446,705497.9923,Unclassified
MN839.neg,739291.3782,2336434.856,455354.6387,492143.1532,563664.3952,Unclassified
MN840.neg,5288564.635,100959.6705,4513889.218,83217.85468,4654857.157,Unclassified
MN841.neg,472451.2333,518834.8106,483046.3121,407993.5088,481195.869,Unclassified
MN842.neg,116917.4362,96054.07579,75423.23991,130593.3768,96755.27869,Unclassified
MN844.neg,10544.79877,7288.861661,5757.993678,8852.726037,46721.62835,Unclassified
MN860.neg,71420.89436,257679.0374,225916.2992,305004.4839,240479.392,Unclassified
MN872.neg,18093.56852,36238.10735,30510.84851,21447.69657,42150.06916,Unclassified
MN882.neg,8512506.247,7357247.374,7204786.048,9702312.783,7409986.709,Unclassified
MN883.neg,13918076.65,11348225.47,10561033.83,14150906.07,11332831.83,Unclassified
MN884.neg,2234711.947,2417927.815,1747219.635,2475512.602,2568482.237,Unclassified
MN885.neg,21854956.57,21841887.29,22232832.71,24047369.14,24096965.85,Unclassified
MN886.neg,14110954.35,13146190.83,10511898.72,13363176.89,10373112.18,Unclassified
MN887.neg,14564058.6,9723156.848,9958780.86,14253459.03,9698081.373,Unclassified
MN888.neg,7762868.197,7385778.094,8208411.845,8612895.076,7322719.675,Unclassified
MN889.neg,6914269.264,7248373.685,7016666.916,7088283.391,6959451.477,Unclassified
MN890.neg,3630821.913,3825812.636,3874011.561,3831585.83,3848154.287,Unclassified
MN891.neg,6638350.391,6854920.826,6866940.87,6943228.837,6634079.856,Unclassified
MN892.neg,29354342.97,29588236.36,29038929.98,29632003.6,28979306.92,Unclassified
MN893.neg,6976991.999,5671519.45,7379928.508,5955395.81,6909328.327,Unclassified
MN894.neg,368402.3032,410147.0412,411909.0685,415277.4407,414524.025,Unclassified
MN895.neg,296341.0114,339329.0694,313443.8624,310018.3442,338501.5878,Unclassified
MN896.neg,249153.2768,279374.9639,264076.3855,244504.7676,267237.3378,Unclassified
MN897.neg,101235.3724,126319.9946,164626.9626,173753.0468,138790.9156,Unclassified
MN898.neg,2261029.415,959140.2731,894065.2126,1237685.99,1237942.533,Unclassified
MN899.neg,194011.3534,249855.3393,184383.5927,122089.9233,171254.6797,Unclassified
MN900.neg,105989.2253,100271.0968,162966.5078,115563.2523,94101.67563,Unclassified
MN901.neg,744578.1338,729386.7774,771885.5635,699050.0867,736928.877,Keto acids and derivatives
MN902.neg,355153.487,410000.9922,370498.4567,367849.8497,355264.6619,Fatty Acyls
MN903.neg,27378.06703,89018.37656,38269.88088,23286.08412,68039.72352,Unclassified
MN904.neg,119839.2397,142745.9617,161189.6355,247038.3859,92827.87369,Unclassified
MN905.neg,131771.6613,47676.59336,42792.3988,93762.86883,41868.98437,Unclassified
MN935.neg,89947000.2,102444161.9,104701685.3,100585132.9,92623165.48,Unclassified
MN936.neg,23736087.75,25305370.08,25039503.84,24489196.93,26949200.4,Unclassified
MN937.neg,47359096.86,46257643.08,47406774.94,48296978.67,47319431.06,Unclassified
MN938.neg,14822386.11,13279161.37,12376108.22,11509164.8,10787358.49,Unclassified
MN939.neg,71221835.99,62685148.93,66635001.56,71449634.94,57152762.22,Unclassified
MN940.neg,25099109.13,26524491.36,24197998.46,26368620.54,32255899.63,Unclassified
MN941.neg,81482748.11,83418593.09,69677220.03,85068416.9,82473930.46,Unclassified
MN942.neg,48574261.44,43909836.6,47111822.12,48531708,42156544.41,Unclassified
MN943.neg,26269142.67,25405456.06,26153093.02,25327701.95,25537812.69,Unclassified
MN944.neg,20574876.21,14022331.57,16220621.63,16970629.42,18135148.1,Unclassified
MN945.neg,6466792.369,4500314.211,4926050.498,4785952.254,4930836.033,Unclassified
MN946.neg,3365867.536,2747123.537,1129131.264,2833540.753,2652486.413,Unclassified
MN947.neg,9968227.647,9319260.725,9302602.476,10199513.83,9150221.938,Unclassified
MN948.neg,6064844.653,3590931.995,3245717.555,5383645.182,6739098.025,Unclassified
MN949.neg,97933.42012,52819.21513,86190.60233,39759.24374,56438.00608,Unclassified
MN950.neg,778817.7149,616913.7446,784555.7772,686698.8042,529432.7313,Unclassified
MN951.neg,291323.9937,255495.896,295973.1794,305774.5584,322161.7618,Unclassified
MN952.neg,712124.1808,998579.9399,132943.1179,916613.4411,669735.844,Unclassified
MN993.neg,53442.69817,93992.32475,87588.16189,62523.20242,44440.1176,Unclassified
MN994.neg,192455615.6,154127426.8,160160439.4,213267843.4,157030519.6,Unclassified
MN995.neg,304426674.5,202803235.7,207026695.7,294747083.1,204615779.7,Unclassified
MN996.neg,148623225.7,148054203,147863856.8,146991514.3,148532153.8,Unclassified
MN997.neg,300802009.9,243332051.4,240710110,302248189,241799114.2,Unclassified
MN998.neg,283578982.6,274101352.6,231489671.8,278914868,224260512,Unclassified
MN999.neg,192296391.3,157802865.6,163719220,200183279,152603507.1,Unclassified
MN1000.neg,171276349.2,157387248,168074954.8,192132557.7,153031697.9,Unclassified
MN1001.neg,136843567,138977552.8,141307850.8,142492096.4,135800668.3,Unclassified
MN1002.neg,471944441.4,461295414,455434506.8,487041117.3,487035870.6,Unclassified
MN1003.neg,91366091.16,91931687.08,94247168.48,93692159.16,93660048.71,Unclassified
MN1004.neg,611594835.4,612957535.4,606376963.5,611278027.2,609858527.4,Unclassified
MN1005.neg,50843915.07,50702498.15,51636208.27,51691317.46,50570310.84,Unclassified
MN1006.neg,149330771.3,149106766.4,151218604.7,155207136.2,151397704,Unclassified
MN1007.neg,131306294.8,151252488.1,159646107.6,206215383.7,143084317.7,Unclassified
MN1008.neg,73407205.04,73059656.13,75052997.29,76349430.14,74663081.48,Unclassified
MN1009.neg,1306401.744,1382337.876,1303139.868,1332244.343,1248680.838,Unclassified
MN1010.neg,138480866.4,137063367.6,138294957.5,137189824.4,141381333,Unclassified
MN1011.neg,325022.3015,373754.3092,312664.5736,261813.9332,298300.0005,Unclassified
MN1012.neg,2601364.802,816405.0137,1344100.877,917831.5048,1232903.627,Lactones
MN1013.neg,2655265.792,2507568.316,2479340.807,2645519.611,2795626.03,Unclassified
MN1014.neg,1165347.812,1476563.29,1194837.764,1510103.683,1028607.924,Unclassified
MN1016.neg,14098.58754,20330.37391,34303.13582,29312.63715,18928.10286,Unclassified
MN1030.neg,30054.46236,51035.73755,57180.93753,60823.60231,28727.16385,Unclassified
MN1039.neg,38802.25152,23108.21853,23938.93331,21104.78059,23974.66026,Unclassified
MN1061.neg,11377564.25,11744460.14,11909956.04,11325741.61,10492362.43,Unclassified
MN1062.neg,7432507.633,6586682.966,17434741.87,15157124.38,14571058.9,Unclassified
MN1063.neg,10421491.45,10452137.42,10712217.96,15325652.59,11787496.37,Unclassified
MN1064.neg,1908138.455,1110873.775,2332717.952,3069114.232,1771376.406,Unclassified
MN1065.neg,6959755.418,3559924.196,5491970.433,3907998.349,4529194.11,Unclassified
MN1066.neg,235987.3789,251019.6383,236673.3129,243990.928,251812.2731,Unclassified
MN1067.neg,77731.04555,69572.89153,61314.20439,77836.37883,105963.3964,Unclassified
MN1068.neg,76090.52624,50355.47767,72011.51095,55497.01894,112319.4158,Unclassified
MN1069.neg,39755.54407,28791.99731,48712.6963,81478.56778,78239.68973,Unclassified
MN1070.neg,49778.53401,99783.38332,71716.99853,111196.93,71794.86661,Unclassified
MN1071.neg,100562.9487,90506.27174,72411.59268,89737.55546,138526.3399,Unclassified
MN1072.neg,77581.41067,63222.2941,101213.4786,67474.65896,82762.81421,Unclassified
MN1073.neg,33135.24548,64289.78425,68551.70772,56605.61495,125645.7368,Unclassified
MN1074.neg,64919.70822,43669.42242,43876.28013,41282.50573,40007.87996,Unclassified
MN1075.neg,68922.76571,51295.59351,130977.0853,59584.7466,87549.45681,Unclassified
MN1076.neg,122367.873,97599.09048,80254.0551,75220.43387,57041.5098,Unclassified
MN1121.neg,83777.01663,28446.21305,21701.93672,23600.22816,43173.81765,Unclassified
MN1122.neg,143969.5766,203919.9741,207777.593,135619.678,83207.71715,Unclassified
MN1123.neg,50495.24144,54345.16245,50431.5464,107453.1384,44710.83328,Unclassified
MN1125.neg,55323.40144,25615.36781,31833.30291,26400.39291,20491.94395,Unclassified
MN1126.neg,41660.9057,20615.61103,29929.96527,23261.10208,18475.78019,Unclassified
MN1127.neg,24570.2535,26223.69719,20838.37929,49458.18167,22496.29152,Unclassified
MN1129.neg,4736023.922,6075295.02,5635374.913,7326593.147,6803420.409,Unclassified
MN1130.neg,1367382.066,1191670.564,907685.2195,1080813.023,1211197.732,Unclassified
MN1131.neg,6109140.849,6111435.059,6217841.965,6033075.717,5966556.825,Unclassified
MN1132.neg,600154.7207,497168.1074,540906.3784,565504.5409,422211.3301,Unclassified
MN1133.neg,313489.9348,349684.2425,321806.1677,147810.5452,290487.4698,Unclassified
MN1134.neg,129706.1391,309059.391,362136.9136,86658.83475,386228.7402,Unclassified
MN1135.neg,256851.9823,209259.6904,65182.46252,116831.5795,145266.5107,Unclassified
MN1136.neg,83640.47822,105341.3538,33811.3595,71309.91254,73269.78085,Unclassified
MN1137.neg,122344.9294,251815.2685,159544.5412,107569.8661,174769.4748,Unclassified
MN1138.neg,5333100.932,1779683.215,360225.9195,641527.9493,95507.31673,Organooxygen compounds
MN1139.neg,281530.1229,327200.6476,270172.4521,247806.9154,258293.8696,Unclassified
MN1141.neg,26127.65181,29823.22882,21000.23655,14133.13434,24598.49488,Unclassified
MN1183.neg,1307156.937,1223752.451,1210953.183,1208584.873,1228151.116,Unclassified
MN1184.neg,3909785.847,3902322.916,4119762.636,3950126.206,4276054.421,Unclassified
MN1185.neg,1021186.586,808592.6853,886451.8219,880346.1287,858074.622,Unclassified
MN1186.neg,2699012.799,2731850.359,2627755.185,2439415.623,2467378.357,Unclassified
MN1187.neg,1647677.257,1400917.389,1376789.326,1526103.57,1472676.242,Unclassified
MN1193.neg,64986.30297,82408.45692,78771.18773,123092.3012,38343.51535,Unclassified
MN1194.neg,56736.87269,78832.22926,175240.342,82334.73736,159358.7107,Unclassified
MN1195.neg,6137.507792,7485.826081,6100.904113,6593.290062,9709.983404,Unclassified
MN1197.neg,33051.85906,62397.95048,18957.79833,58853.33574,28869.25938,Unclassified
