ID,YS0_F,YS25_F,YS50_F,YS75_F,YS100_F,
MN11649.neg,1775388.781,541890.9061,831350.2364,921473.8113,742730.7361,Unclassified
MN11650.neg,16234194.44,21000028.44,13613118.78,11826542.35,8262314.898,Lactones
MN11651.neg,328496.8382,305900.3003,326089.7337,256039.2668,306346.0864,Unclassified
MN11652.neg,55438.91348,141573.4479,136145.3811,106654.2309,69392.54942,Unclassified
MN11653.neg,272481.3048,4170.192545,51334.67739,3848.837642,48383.15609,Prenol lipids
MN11655.neg,2872255.411,3031740.587,4759686.318,2637259.924,3770053.098,Unclassified
MN11656.neg,758877.6749,743261.8034,1181254.879,502734.4431,724446.4924,Unclassified
MN11657.neg,178398954.7,111041934.2,231178039.9,145045049.1,195513201.9,Unclassified
MN11658.neg,79003.06783,29145.14644,65511.16933,35480.85183,29111.88279,Unclassified
MN11659.neg,452628.7966,53073.52145,97977.9648,106305.2008,43449.97879,Unclassified
MN11660.neg,32552.95922,144219.4752,253561.2508,62794.33271,82634.16876,Prenol lipids
MN11662.neg,2688426.501,4613513.775,2027820.755,553581.0919,2373377.67,Unclassified
MN11663.neg,30765.54506,60665.19933,18103.97765,9073.016796,42157.52356,Unclassified
MN11666.neg,75937.17864,120985.3976,93846.46445,91182.12307,97804.1656,Unclassified
MN11668.neg,1004300.994,98304.12949,45086.50755,76140.62789,77869.08371,Unclassified
MN11675.neg,295801.3942,117156.0614,125666.1428,159753.8906,211699.3965,Unclassified
MN11676.neg,144157.919,222299.2195,139946.8579,230216.4406,163376.4519,Unclassified
MN11677.neg,32632.6211,26276.50798,24360.13978,32599.22735,54565.39193,Unclassified
MN11678.neg,8770.20508,8213.168937,41527.91516,14360.78304,34728.39732,Unclassified
MN11679.neg,148533.8708,103036.6774,130623.3804,116685.58,125008.3471,Unclassified
MN11680.neg,1243963.916,1257046.153,1328091.875,1333498.327,1355363.516,Unclassified
MN11681.neg,3073347.41,3035903.291,3031154.004,2992099.013,2937696.455,Unclassified
MN11682.neg,13274.19725,17056.83499,93655.94165,26766.48009,23805.42414,Unclassified
MN11683.neg,144231.9102,172671.514,151543.692,162947.9855,164013.703,Unclassified
MN11684.neg,160915.8825,71280.95066,100592.8643,144433.6282,92709.68191,Unclassified
MN11686.neg,3028270.202,1017246.321,580981.5776,830313.3834,706418.8621,Unclassified
MN11688.neg,28135.26435,77318.47419,115854.8864,49462.14045,90219.51548,Unclassified
MN11691.neg,96683.3255,68554.75051,150752.0408,105012.0771,112138.9882,Unclassified
MN11693.neg,117264.2661,68553.42652,78832.3816,33641.61123,45814.48216,Unclassified
MN11695.neg,1142556.531,959511.8606,775571.7389,1354323.439,1172710.449,Unclassified
MN11696.neg,522815.9943,597903.5631,817192.7511,1004161.4,594120.3948,Unclassified
MN11697.neg,4853.06411,21362.7193,1952.11264,2358.018008,3410.643315,Unclassified
MN11698.neg,49782.20324,46631.90578,20829.341,30028.63807,32823.5852,Unclassified
MN11699.neg,110288.1682,505067.6283,428899.2996,94994.5911,595774.378,Unclassified
MN11706.neg,35123.25571,35025.81882,64614.2611,86343.02102,114377.3099,Unclassified
MN11707.neg,10417.5988,46871.18938,7502.261883,25137.55906,23029.8733,Unclassified
MN11709.neg,42939.68811,40133.77174,48548.47901,27416.22246,65770.0417,Unclassified
MN11710.neg,31317.64178,44898.44498,46710.92451,33490.55046,58938.17687,Unclassified
MN11711.neg,43044.02254,68958.41325,40320.45867,29035.71365,27794.26069,Unclassified
MN11712.neg,45164.20607,66498.41955,28957.67874,32117.95185,52298.9178,Unclassified
MN11713.neg,883892.5284,572660.2078,135202.5651,461976.3221,434028.8564,Unclassified
MN11714.neg,262899.4968,282500.6121,289879.8939,246875.9364,301469.5301,Unclassified
MN11715.neg,853687.9633,849389.2019,824307.7323,844548.686,898171.6214,Unclassified
MN11716.neg,592731.3332,510647.423,593962.1437,567824.981,574204.6369,Unclassified
MN11717.neg,7631354.55,7212851.56,7159573.681,7326368.283,7575555.435,Unclassified
MN11718.neg,709996.3857,760629.2672,768828.7693,755458.1617,787056.0111,Unclassified
MN11719.neg,1679021.765,1704019.819,1670387.236,1625099.775,1724187.342,Unclassified
MN11720.neg,427670.3552,541328.7426,484348.0449,498044.3624,486212.1802,Unclassified
MN11721.neg,249362.5152,48042.18528,34199.91456,90199.85368,59162.55475,Unclassified
MN11723.neg,98378.74861,77206.74452,69490.90973,58405.18457,58214.12368,Unclassified
MN11724.neg,64683.42353,64513.99338,41117.04098,22169.66239,40223.48933,Unclassified
MN11725.neg,11031.76613,49050.45805,15092.12639,18929.61422,13572.1157,Unclassified
MN11727.neg,76914.67909,105384.8357,82082.39211,74311.86291,72876.33196,Unclassified
MN11730.neg,49006.70358,162895.1112,56442.11048,86199.99136,34169.81674,Unclassified
MN11731.neg,86263.38502,85799.70924,91086.67429,102059.8334,31791.93327,Unclassified
MN11735.neg,508722.4661,539063.6406,246864.5459,510415.3297,566691.0977,Unclassified
MN11736.neg,40474582.55,13904179.32,20025062.16,19371091,17258781.99,Indanes
MN11737.neg,185470.9931,303703.0508,721474.0166,426012.7393,628136.4322,Unclassified
MN11738.neg,341165270,439035734.2,297469559.2,256245021.9,178228370,0
MN11740.neg,547641.6404,1742085.229,353028.5207,636531.6561,375827.8101,Oxanes
MN11741.neg,248130.4233,27804.41713,3936.606206,5009.830535,40504.73813,Unclassified
MN11742.neg,1766408.193,7591105.647,1321347.707,3281206.987,1850080.805,Pyrans
MN11743.neg,6861320.243,7234889.483,6868719.943,6251169.973,7172883.874,Benzene and substituted derivatives
MN11745.neg,2141000.704,2425340.017,2091711.808,2326289.732,2056804.624,Unclassified
MN11746.neg,1231179.098,1241228.143,1201218.934,1241130.567,1181246.684,Unclassified
MN11748.neg,70415.45359,100088.9922,169203.0083,55746.89579,660156.2377,Fatty Acyls
MN11750.neg,77828.1282,315135.5203,222893.7008,208801.7876,96335.46536,Unclassified
MN11755.neg,38468.67226,26483.85822,66683.68131,124133.7989,141396.9341,Unclassified
MN11756.neg,338036.5613,303071.8796,109202.8668,327821.7622,388160.6805,Unclassified
MN11757.neg,13166.23299,26280.94966,376998.3344,111253.4834,127973.2379,Unclassified
MN11761.neg,654706.633,708856.6695,721613.4202,805375.7974,737758.6177,Unclassified
MN11762.neg,82973.6893,179328.0606,158223.5673,55435.83292,188556.8338,Unclassified
MN11763.neg,1223941.741,1142093.134,1184638.413,1216666.568,1175548.92,Unclassified
MN11764.neg,53126.5771,59905.12153,68884.42994,60460.64781,55955.45141,Unclassified
MN11765.neg,12359.59867,16939.94487,3529.049883,9835.320013,13957.07767,Unclassified
MN11767.neg,49502.69012,67425.09182,117582.0622,107924.938,83278.25042,Unclassified
MN11768.neg,1244786.923,367763.9144,211959.2304,319691.0541,284917.9439,Unclassified
MN11769.neg,294287.3623,110631.2304,67491.12323,154422.8769,37687.71881,Unclassified
MN11770.neg,469487.1268,26051.68945,248872.8961,73876.02185,86687.49502,Unclassified
MN11771.neg,224569.1191,35417.56318,83264.56204,199026.2245,119437.0881,Unclassified
MN11773.neg,212865.2658,205581.3611,243102.0193,231707.07,154099.0227,Unclassified
MN11774.neg,20912.83138,42854.52985,19417.57287,21486.50649,23594.37366,Unclassified
MN11775.neg,85292.75209,32284.44575,132527.865,84412.4551,117125.3104,Unclassified
MN11776.neg,78243.59693,105489.7901,90471.41504,53619.53327,81811.77518,Unclassified
MN11778.neg,845027.7476,1095679.696,1154429.222,1085952.558,963072.9848,Unclassified
MN11779.neg,60741.79277,32912.75877,33919.35295,83386.96296,57743.43724,Unclassified
MN11780.neg,47001.7756,39206.73112,74808.66994,91144.27481,45728.593,Unclassified
MN11781.neg,1202254.873,1246027.413,1269935.488,1395817.421,1351728.133,Unclassified
MN11782.neg,678033.1678,878762.8621,1251171.949,1312002.916,1342689.165,Unclassified
MN11783.neg,78810.29256,32720.94148,107936.7303,156841.2141,184769.7128,Unclassified
MN11784.neg,35219.19897,79011.69132,50342.23142,26395.27701,53349.99935,Unclassified
MN11789.neg,765487.4908,1005022.144,1011572.617,1005126.478,890785.3619,Unclassified
MN11796.neg,779445.8335,9235.075599,106453.5228,12603.74215,9271.008168,Organooxygen compounds
MN11797.neg,354121.612,51177.83835,87963.9981,85002.7041,60504.96672,Unclassified
MN11798.neg,2177844.106,2977578.711,2384855.543,2091861.564,3250212.873,Unclassified
MN11799.neg,4672944.784,6342453.652,5382262.012,3072644.83,9649380.495,Unclassified
MN11800.neg,1798307.822,1277221.442,950947.0425,1011877.933,1001005.316,Unclassified
MN11801.neg,18405842.22,17507303.19,15685039.13,18466882.85,17121510.98,0
MN11802.neg,1122214.917,2555704.602,2742533.522,2453107.505,1699970.906,Unclassified
MN11803.neg,7736820.232,9276246.173,10392436.67,12206333.16,10092912.66,Unclassified
MN11804.neg,6509209.667,7039874.523,7770283.016,8800268.533,8538428.681,Unclassified
MN11805.neg,5041583.637,9064499.023,10523621.77,9647858.399,11619808.63,Unclassified
MN11806.neg,211130.1153,374281.5644,275098.8412,329429.7285,424614.7426,Unclassified
MN11807.neg,7860691.526,10393140.05,5054830.39,9180719.857,10195638.34,"Linear 1,3-diarylpropanoids"
MN11808.neg,16101.36131,51057.63388,19959.46878,13699.35465,26856.34393,Unclassified
MN11809.neg,6790718.725,8879375.692,4801872.35,7158340.655,7271473.609,Unclassified
MN11810.neg,8938329.296,11638693.31,11430773.64,11383441.31,10943248.68,Unclassified
MN11811.neg,7291129.092,5857660.496,6920026.361,8489754.007,6077250.494,Benzofurans
MN11812.neg,66080.12086,188529.364,189757.64,135987.9571,87029.92229,Unclassified
MN11813.neg,1613.057305,190912.6939,138545.139,2538.909743,2527.038751,Unclassified
MN11814.neg,4131351.191,5155137.788,4827164.984,4116758.963,4918626.922,Unclassified
MN11815.neg,1165317.812,1352709.345,1078648.605,1235813.492,1410392.67,Unclassified
MN11816.neg,21494158.24,25074052.15,23942807.73,23283436.72,24963846.01,Benzopyrans
MN11817.neg,641500.4992,621992.9131,759910.2471,661672.392,440067.7193,Unclassified
MN11818.neg,1295787.107,1649199.554,1612456.852,1504879.962,1342197.522,Unclassified
MN11819.neg,629438.1331,789726.5127,747278.6405,871729.3659,774071.1619,Unclassified
MN11820.neg,407426.3673,38470.0316,101756.8911,189781.3125,348609.3373,Unclassified
MN11821.neg,1164961.401,1171441.721,655505.5101,5011114.647,878221.4146,Unclassified
MN11822.neg,105948.1841,683787.3181,50763.2517,1441336.628,27663.53769,Unclassified
MN11823.neg,164107.846,1159696.004,410495.9421,506701.6375,546232.6597,Fatty Acyls
MN11824.neg,9176384.892,3820067.167,12189930.84,6052317.737,1270479.414,Fatty Acyls
MN11825.neg,461208.2352,1448210.229,358619.8347,3827902.742,975040.0803,Fatty Acyls
MN11827.neg,191703.8262,60675.66073,107494.4553,115179.8995,88733.05495,Unclassified
MN11828.neg,25764.87018,16653.5718,23411.48733,17518.34396,19086.72606,Unclassified
MN11829.neg,321990.4132,226753.1268,186860.8632,355173.4441,253975.3712,Unclassified
MN11830.neg,26252.68972,28459.68291,36494.86219,23937.75017,27280.29974,Unclassified
MN11831.neg,28498.24861,30193.96802,25257.28659,22749.82695,34636.10585,Unclassified
MN11832.neg,28870.61344,32440.84226,39749.33103,28638.30354,21017.95037,Unclassified
MN11833.neg,44381.74802,31548.84652,23070.7347,27576.63739,28111.1766,Unclassified
MN11835.neg,27768.13053,21382.83699,25164.39207,27161.3472,21730.98336,Unclassified
MN11836.neg,21092.21726,60085.83468,56628.78573,32905.88172,41897.14535,Unclassified
MN11837.neg,60987.5518,48573.28211,37717.80789,93182.21863,30435.37356,Unclassified
MN11838.neg,300484.7723,283327.5139,290443.358,280681.0139,311821.3665,Unclassified
MN11839.neg,53597.64452,77309.12728,133104.0097,96355.86133,88759.16237,Unclassified
MN11841.neg,151441.7541,101585.2638,111858.5009,112790.4126,162001.1934,Unclassified
MN11842.neg,3858.835208,13438.14307,11738.30732,9219.138581,19906.13854,Unclassified
MN11845.neg,34577.63203,51150.59801,108374.0375,90949.192,79156.81007,Unclassified
MN11846.neg,76906.45578,58515.89613,55455.24203,52772.91578,62441.85035,Unclassified
MN11849.neg,266634.9383,205828.2153,311682.6044,223192.6082,240618.8759,Unclassified
MN11850.neg,1218603.109,1660223.142,1585852.85,1642566.632,1747674.945,Unclassified
MN11854.neg,619787.1278,579934.7154,538245.4746,612429.8609,435688.4355,Unclassified
MN11855.neg,1449021.775,1995084.432,1203823.195,1865652.021,1166494.89,Unclassified
MN11856.neg,5076001.904,132951.7133,100763.6987,5601523.126,137646.3033,Unclassified
MN11857.neg,151816439.8,162136236.8,178611457.8,183396044.5,175774999.4,Prenol lipids
MN11858.neg,146266081.9,3063034.938,3295530.445,4148940.432,3314250.211,Unclassified
MN11859.neg,5027838.289,5600672.487,5291347.044,5239438.537,5462858.042,Unclassified
MN11860.neg,66396.00954,159985.5805,201294.6571,169915.5811,276706.5445,Unclassified
MN11861.neg,241470.9365,293688.0746,265388.1533,295736.0717,242225.0578,Unclassified
MN11862.neg,235760.8227,19905.32173,40954.77733,295932.7151,220312.6562,Unclassified
MN11863.neg,427512.6785,364886.9852,337569.3657,450887.872,291656.5524,Unclassified
MN11864.neg,228542.3826,181302.197,202744.0099,275196.4022,198023.8043,Unclassified
MN11865.neg,309174.0739,335230.7077,335619.4525,468154.7136,311788.8925,Unclassified
MN11866.neg,57859.49884,156537.2683,66323.16851,1298958.592,90574.35452,Unclassified
MN11867.neg,216542.707,175923.3128,160202.6578,192837.7634,193082.9868,Unclassified
MN11869.neg,529076.2013,529708.5803,532700.113,596807.8728,496186.1668,Unclassified
MN11870.neg,382711.8377,536961.0394,625720.151,578720.7155,526620.5472,Unclassified
MN11871.neg,618036.5805,530368.5225,500907.0887,539665.2601,556665.0266,Unclassified
MN11872.neg,44981.20499,631729.9625,312381.5463,430150.1288,362440.3913,Unclassified
MN11873.neg,19375.29216,9512.456375,83063.47248,14171.41036,11694.93479,Unclassified
MN11874.neg,76684.4879,76399.66235,53937.85794,118497.2543,76671.00589,Unclassified
MN11875.neg,42974.30804,55439.99016,54870.4204,70005.97303,49249.39239,Unclassified
MN11878.neg,2152473.133,1144208.557,1088672.531,1417874.482,1441187.719,Unclassified
MN11879.neg,2574765.297,1374346.972,1057864.241,1581414.929,1211596.178,Unclassified
MN11882.neg,142371.4324,299543.4957,146658.8922,166963.3671,91668.99443,Unclassified
MN11883.neg,676579.7329,550039.3404,441053.4493,499976.1797,465508.7323,Unclassified
MN11884.neg,285884.6289,441546.5601,337332.5403,394478.8364,325190.9215,Unclassified
MN11885.neg,247074.7037,291600.5458,261174.9645,367161.6528,319986.631,Unclassified
MN11886.neg,98784.45506,164012.1719,1389938.568,77130.25557,106054.6557,Unclassified
MN11887.neg,96879.08335,109980.3014,79800.54371,91988.70924,61397.34953,Unclassified
MN11888.neg,158837.678,47445.58531,13725.80526,16236.09361,2853.973062,Pyridopyrimidines
MN11889.neg,392795.8462,79124.17347,214805.5935,308798.5274,68555.21634,Flavonoids
MN11893.neg,309312.9246,157760.4293,310643.4769,221786.8682,201934.0625,Unclassified
MN11894.neg,44220.04506,27557.7576,520448.9253,28475.56486,42201.34641,Unclassified
MN11895.neg,943239.1381,166008.6544,286923.1866,1526785.635,1222317.494,Unclassified
MN11898.neg,142591.5721,38558.18868,58367.59029,102612.4335,8814.674444,Unclassified
MN11908.neg,1915527.939,1977091.579,1883547.439,1916414.371,1911315.939,Unclassified
MN11909.neg,2055273.926,2038442.382,2021012.609,1957530.796,1911598.653,Unclassified
MN11911.neg,1141444.038,1003546.08,1091676.378,1164264.707,1049053.71,Unclassified
MN11912.neg,73360.97046,72217.91034,64575.83402,48353.14724,48789.82492,Unclassified
MN11914.neg,32591.84354,34137.65738,70218.34657,44550.34673,32701.02002,Unclassified
MN11915.neg,65947.96321,85490.86781,53610.13805,206856.4932,54464.30489,Unclassified
MN11917.neg,93735.39101,84859.37806,48898.35209,79424.22277,80953.46751,Unclassified
MN11918.neg,20438.16769,30983.1187,29348.71518,21040.66958,47484.12574,Unclassified
MN11920.neg,1550832.531,1526324.87,1612963.441,1500946.421,1520866.038,Unclassified
MN11921.neg,212727.6447,160903.4087,198041.3021,210280.3238,234353.3869,Unclassified
MN11922.neg,46990.46846,41298.01669,52853.86947,45784.10369,39858.09756,Unclassified
MN11924.neg,1473.904706,6542.303449,1807.706289,32266.69001,3363.569979,Unclassified
MN11925.neg,385774.0579,683315.1117,611545.3722,695317.603,602948.2461,Unclassified
MN11932.neg,12475.02662,734100.5346,40491.806,27132.97429,68572.25031,Unclassified
MN11935.neg,2985029.45,2279158.385,138494.1221,23090.35511,3037303.383,Unclassified
MN11936.neg,82929.69104,104546.1588,132460.4891,118001.3686,36384.70339,Unclassified
MN11937.neg,202778.8523,224986.1509,199503.1444,309666.9504,159214.9569,Unclassified
MN11938.neg,172801.1189,88084.26041,22901.91347,48208.23051,28598.4125,Unclassified
MN11939.neg,406173.3404,356290.7767,328567.4659,424514.6333,328568.9733,Unclassified
MN11940.neg,659207.6265,509342.6352,467434.2033,775658.5833,412387.6809,Unclassified
MN11941.neg,428001.9214,404488.6956,371261.4093,587820.2707,387659.1251,Unclassified
MN11942.neg,480416.5014,373503.3278,360537.296,528531.9678,319446.9366,Unclassified
MN11945.neg,378156.549,351908.925,450777.8975,395078.5149,428191.0152,Unclassified
MN11946.neg,550590.4973,724125.8323,596710.319,513435.2345,612128.1568,Unclassified
MN11948.neg,712928.0984,345110.2632,327176.0045,357820.7642,451230.6761,Unclassified
MN11949.neg,732586.9808,715322.5273,638706.6256,736118.7086,774050.663,Unclassified
MN11950.neg,144968.038,96114.03605,84450.7643,66810.7621,81463.65587,Unclassified
MN11951.neg,58213.80846,95794.19017,190279.516,32624.31934,192450.3643,Unclassified
MN11952.neg,132928.1011,189839.7152,81526.22166,108321.6401,144458.3999,Unclassified
MN11953.neg,770549.0568,53828.40287,8103.375939,56541.18187,49059.25463,Unclassified
MN11955.neg,24018.87317,79272.70133,35013.57716,61867.91043,66863.5155,Unclassified
MN11956.neg,28004.34193,77931.84567,48623.58131,28172.53233,52149.68101,Unclassified
MN11957.neg,559574.5809,636102.6988,445683.2427,482376.954,610245.9939,Unclassified
MN11958.neg,71516.56802,77500.39008,56040.40393,46010.75433,60842.61952,Unclassified
MN11959.neg,95073.19057,52633.91559,32233.33583,63400.86902,42676.2179,Unclassified
MN11960.neg,88939.53928,50594.47455,42004.88566,41683.94619,55423.03663,Unclassified
MN11961.neg,38383.09161,48092.4867,35458.71318,61132.06357,51450.07914,Unclassified
MN11962.neg,95401.10439,64619.57501,36723.62467,59271.25742,38682.28326,Unclassified
MN11963.neg,30027.53235,67933.48032,53586.26103,82610.11923,81245.93285,Unclassified
MN11965.neg,91171.48941,162366.6703,95998.91204,85098.02204,48623.35162,Unclassified
MN11970.neg,79080.43805,77070.07327,94116.60318,103236.6032,92407.07454,Unclassified
MN11971.neg,3341.098419,6155.49336,146011.1726,20626.02156,29802.64813,Unclassified
MN11972.neg,197211.5948,167354.2368,294816.9739,375146.919,271148.7672,Unclassified
MN11973.neg,136416.6112,174063.4943,52762.46368,178015.0444,33703.85233,Unclassified
MN11974.neg,10113.50837,14.76637699,904.816882,249.8620399,293.4449745,Unclassified
MN11975.neg,1093571.331,699255.2448,158942.2803,149757.2137,214815.3025,Unclassified
MN11976.neg,136317.0464,205452.2003,360503.4814,177795.9464,264048.7,Unclassified
MN11977.neg,255818.5834,342267.3726,333034.0468,241322.2298,278368.9976,Unclassified
MN11978.neg,51192.0468,80476.51237,204320.6907,48877.39866,28107.51651,Unclassified
MN11979.neg,274837.8062,288626.9464,313274.7832,321991.777,292084.716,Unclassified
MN11980.neg,376699.7269,246049.4099,361873.6092,391372.1192,328306.8442,Unclassified
MN11983.neg,174497.83,428298.7144,352896.3943,200069.4928,200613.3526,Unclassified
MN11985.neg,27734.88214,6292.215758,10964.83713,17975.37081,26202.93786,Unclassified
MN11987.neg,30212.77981,61655.5034,45024.31068,30793.3193,22525.43116,Unclassified
MN11988.neg,18447.07797,25312.49455,50608.50024,24630.78625,19212.16863,Unclassified
MN11989.neg,19974.49494,59612.89032,29934.27942,65699.10457,41092.41016,Unclassified
MN11990.neg,46490.23815,35224.25889,55599.69198,42619.14118,33959.86252,Unclassified
MN11991.neg,218944.9261,84794.35714,204801.9471,270331.2112,58919.48328,Unclassified
MN11993.neg,22615.39246,42575.96445,35994.80185,26056.03942,15730.44021,Unclassified
MN11994.neg,54253.94961,57488.54801,54346.39798,36992.96432,74583.20765,Unclassified
MN11995.neg,55242.53963,46382.31986,41141.26239,30319.65899,21839.9005,Unclassified
MN11996.neg,22528.52023,48494.32282,36055.84507,57901.45935,19316.35253,Unclassified
MN11997.neg,847772.9411,830607.3034,836889.9881,849535.3161,986915.5017,Unclassified
MN11998.neg,649384.0411,20651.28147,36537.809,15715.0712,63224.98499,Unclassified
MN11999.neg,76224.7971,549210.4003,477900.9679,536310.9523,528085.0755,Unclassified
MN12000.neg,81622.04567,142091.6103,121985.5804,114699.4467,125585.1804,Unclassified
MN12001.neg,127302.1972,117973.3895,95292.7257,57094.98762,129182.4063,Unclassified
MN12002.neg,35069.3056,42441.22774,28838.36797,69930.34324,36328.02872,Unclassified
MN12003.neg,42693.37782,7862.605886,52126.32792,97317.81563,66741.10286,Unclassified
MN12004.neg,118052.3772,150161.5817,115688.5731,135785.2984,113678.0956,Unclassified
MN12006.neg,90168.46418,55422.66868,91328.16917,103381.5998,90227.59942,Unclassified
MN12007.neg,783815.6867,707082.9806,741135.687,649323.5725,754976.4674,Unclassified
MN12008.neg,13678.20269,21798.39926,21324.50014,25571.45132,13450.4259,Unclassified
MN12010.neg,65440.84158,11910.76585,12917.52658,84148.68513,72470.40416,Unclassified
MN12016.neg,38250.17016,13669.12851,30233.53237,14711.56254,14904.02599,Unclassified
MN12022.neg,45591.60448,97275.42241,84478.10973,38440.64358,33108.21334,Unclassified
MN12024.neg,696232.6658,555872.0142,527363.7271,743245.9731,448230.9862,Unclassified
MN12025.neg,442284.6246,335226.4931,400766.4497,552501.7113,321283.8684,Unclassified
MN12026.neg,1876675.051,1504276.457,1489482.807,2045557.669,1351841.565,Unclassified
MN12027.neg,1010619.146,957524.6497,876820.5304,1215081.981,836732.968,Unclassified
MN12033.neg,370058.0917,476627.0753,403248.1748,435229.6467,385301.9599,Unclassified
MN12034.neg,347783.5294,401215.0932,228275.8938,331313.7216,332812.4793,Unclassified
MN12036.neg,291038.9065,251621.7081,246344.437,265103.671,186852.3222,Unclassified
MN12037.neg,148149.5268,148092.0895,26113.96813,44212.68698,65103.7222,Unclassified
MN12038.neg,51496.47467,61473.78012,16692.30541,18336.1351,18412.84902,Unclassified
MN12039.neg,19710.66725,68762.67158,65433.63422,137594.5257,91113.13081,Unclassified
MN12040.neg,33679.2663,25134.97083,17931.82213,103390.3308,27674.10267,Unclassified
MN12042.neg,44863.568,19869.5631,50362.04246,28620.27889,88599.00406,Unclassified
MN12043.neg,29761.1938,49763.56349,25847.66015,69833.93847,46791.61081,Unclassified
MN12044.neg,140331.6987,72821.25808,650719.4136,69652.30161,758905.319,Unclassified
MN12045.neg,856167.1938,81969.28845,38347.243,58901.99039,42706.6226,Unclassified
MN12046.neg,166586.014,320041.0824,122497.2418,86783.15234,363531.7506,Unclassified
MN12047.neg,122487.3933,116074.2206,122612.2463,101733.755,123067.6982,Unclassified
MN12048.neg,108951.0886,77708.27746,86596.07395,169946.4513,76983.95644,Unclassified
MN12049.neg,83738.61415,68071.54027,64808.88998,82068.798,87229.34477,Unclassified
MN12050.neg,242653.8131,202761.6335,214055.1454,204887.1443,84349.38883,Unclassified
MN12051.neg,158577.4317,146644.3786,178562.2875,125236.1306,155029.352,Unclassified
MN12052.neg,428247.5222,456565.8235,402024.403,431067.0122,522958.434,Unclassified
MN12053.neg,108984.3531,174286.9993,109338.7865,180018.948,126162.8287,Unclassified
MN12054.neg,261316.8866,249284.0898,175777.1422,215724.9788,142193.3449,Unclassified
MN12055.neg,1190787.217,445311.9588,696748.7029,2045049.445,706786.3912,0
MN12058.neg,1916267.321,1605010.528,1991773.702,1648403.339,1736376.01,Unclassified
MN12059.neg,41461.48686,83869.38795,83905.4913,56577.36199,121757.0657,Unclassified
MN12060.neg,27369.29067,543198.941,183350.0675,24613.85524,55686.01256,Unclassified
MN12061.neg,915313.0084,831632.8146,683071.5451,973010.836,669130.8597,Unclassified
MN12062.neg,855159.7765,1001720.278,911297.4519,1059345.96,1025028.993,Unclassified
MN12063.neg,364505.5887,382171.0126,546045.245,613236.1039,462673.897,Unclassified
MN12064.neg,97563.67002,121232.6301,82361.29274,58523.86529,47976.19503,Unclassified
MN12073.neg,597929.511,527640.3746,514531.6418,490872.5296,514047.1401,Unclassified
MN12074.neg,527747.8458,385108.9738,350030.0135,419998.3816,448503.3879,Unclassified
MN12075.neg,153569.6402,149306.3842,157677.1371,166321.3088,163260.4841,Unclassified
MN12076.neg,92139.81982,92949.71559,16622.2847,209943.9472,144998.0296,Unclassified
MN12077.neg,155504.8355,245312.0124,313808.9982,173923.3281,158871.257,Unclassified
MN12078.neg,298489.5526,308416.0319,288513.4774,313608.73,302634.1067,Unclassified
MN12080.neg,227256.9349,436956.7638,410153.5011,436612.3734,475543.2515,Unclassified
MN12081.neg,82663.26424,208324.6395,82541.1622,114426.7162,90042.68615,Unclassified
MN12082.neg,26206.92616,8920.096725,29983.73296,36078.72262,21724.41704,Unclassified
MN12085.neg,212326.3575,97758.8921,182642.6529,339958.5434,274375.7122,Unclassified
MN12089.neg,5278.441263,7644.708639,57480.10471,15697.7525,18944.84484,Unclassified
MN12093.neg,73052.68187,318286.5291,272139.8137,90480.44548,353106.6941,Unclassified
MN12094.neg,582889.1456,186954.9792,128383.571,234509.5425,211436.0383,Unclassified
MN12095.neg,227570.5561,196124.5678,134940.1692,324261.5991,219458.7579,Unclassified
MN12096.neg,48789.71782,319145.3075,249155.0598,270440.6277,369827.9369,Unclassified
MN12097.neg,61233.3002,120201.2713,76122.19525,143961.1482,72512.96067,Unclassified
MN12098.neg,16072.26955,56475.42632,27149.23522,52655.03739,40355.50564,Unclassified
MN12099.neg,442472.9379,202050.249,201037.3903,207477.7828,215618.3052,Unclassified
MN12100.neg,297730.8628,543211.1757,508115.9588,481630.3254,459414.1346,Unclassified
MN12101.neg,3482068.598,3517717.392,3507713.74,3516209.757,3545152.104,Unclassified
MN12102.neg,2096477.662,142848.3868,1835805.294,1986417.68,2016491.739,Unclassified
MN12103.neg,1104541.276,1055608.115,1083047.827,1107643.432,1073905.628,Unclassified
MN12104.neg,932.3118568,47362.85004,82203.84958,73361.60303,64009.27375,Unclassified
MN12105.neg,32105.53507,35360.09372,61748.29883,124119.45,56849.63794,Unclassified
MN12106.neg,63420.62858,81513.55028,67829.48143,55850.63024,81441.93048,Unclassified
MN12107.neg,26646.73394,28436.61544,27724.38153,28842.06388,19212.59692,Unclassified
MN12108.neg,3946883.962,2228243.853,1505505.238,2589119.792,1765854.859,Unclassified
MN12109.neg,39245.18368,45488.63186,84280.14353,113674.1508,68120.72797,Unclassified
MN12110.neg,24410.7675,21556.4447,7963.28359,12460.50649,11019.98196,Unclassified
MN12111.neg,54994.80709,67093.34313,42752.39898,57657.45327,50291.29279,Unclassified
MN12112.neg,71156.29972,38458.85548,63139.00176,71965.53814,119533.2338,Unclassified
MN12113.neg,98083.93295,80297.37161,57425.86917,115976.9987,39848.89762,Unclassified
MN12114.neg,42458.90286,57694.1367,50608.72224,54111.50919,56185.79279,Unclassified
MN12115.neg,71612.74687,72571.42338,81983.30324,67749.86449,112531.0892,Unclassified
MN12116.neg,40703.74138,35059.76633,71365.95045,40046.05447,53665.09357,Unclassified
